filename,Crack,Red-Dots,Toothmark
CC_1572_jpg.rf.1e6d103705d34d44091dfae7eaffc1bf.jpg,0,1,1
CC_1211_jpg.rf.1e438567ecfda2f18a2fefba698cf46f.jpg,0,1,1
CC_1425_jpg.rf.1d6a9a44d40e02e34620e8ccbc573095.jpg,0,1,1
CC_2481_jpg.rf.1e7a080a445d00bdb020fb50bf3201c1.jpg,0,1,1
CC_1007_jpg.rf.1e95f8f5d60d29c029150b44f812179b.jpg,0,0,0
CC_1631_jpg.rf.1e8f8e65d2e60fb19c090a21b5667d33.jpg,0,0,0
CC_1094_jpg.rf.1f0ee16a1aa9b74415e2ad18d1e9822d.jpg,1,0,1
CC_1163_jpg.rf.1efaaa05d8f5b347da0d828b3e26c5ec.jpg,0,0,0
CC_1726_jpg.rf.1e7ef0abfb99cd40c4904cdebe92b772.jpg,1,1,1
CC_1360_jpg.rf.1e8712fb4f2c4c584878ad1100cba8e0.jpg,0,0,0
CC_2067_jpg.rf.1eaae4d428d138a6a1b1915b55b6fc8e.jpg,1,1,1
CC_2338_jpg.rf.1fcb9182fb6ec89021770b569d8e42d8.jpg,1,1,1
CC_1095_jpg.rf.1f95e7279b581cbe26738987e4ff2a90.jpg,0,1,0
CC_2148_jpg.rf.1f7db6954fd8b15ea65a5e9e23ccd32c.jpg,0,1,1
CC_92_jpg.rf.1f7c0921aaa88e758fc2c69bb0b44443.jpg,1,1,1
CC_86_jpg.rf.1fe3c469c6520017c650ab2823e7f9a3.jpg,0,1,1
CC_1395_jpg.rf.1f16bd3fa02e5496fa3f64dd3030ac08.jpg,0,0,1
CC_1392_jpg.rf.1f9f1b22d3773d3908a629219a07634a.jpg,0,0,0
CC_2380_jpg.rf.1fd429f63526dc671c0c4965aa4c74c6.jpg,1,0,0
CC_1457_jpg.rf.1fd319be0beae6d611cbfe3b017252a7.jpg,0,1,1
CC_89_jpg.rf.1fd6c0cbd2f68111563af84b5bfb7488.jpg,1,1,1
CC_1079_jpg.rf.1f41de1c136314108d1b7d68e06520c2.jpg,0,0,1
CC_142_jpg.rf.200b1b2bd24812772abdf1f133446bcc.jpg,1,1,1
CC_495_jpg.rf.1fffc8bda94190bc5fca6984f5022492.jpg,1,1,1
CC_1759_jpg.rf.1ffda6eaa78812271c80764781452a15.jpg,1,1,1
CC_1079_jpg.rf.20291c9818e44da7ba6a57f87f9d0ee2.jpg,0,0,1
CC_1270_jpg.rf.20164796de594135344d4424f1593eca.jpg,1,1,1
CC_1028_jpg.rf.2007a876438749db5e063590954c408a.jpg,0,1,1
CC_1040_jpg.rf.202a4f51db82a7fc1e3d94a4ca42639f.jpg,1,0,0
CC_101_jpg.rf.203cdd8d16f1a7b19669e77cc8605b7f.jpg,1,1,1
CC_1424_jpg.rf.203b160e953e190dbb9637136846f73c.jpg,0,1,1
CC_1306_jpg.rf.20d3a413b53926acf7a3963f38ffa87b.jpg,0,0,0
CC_139_jpg.rf.20863cd4353d327e71003f9d5ed9cb1d.jpg,1,1,1
CC_2189_jpg.rf.204b795e0f398055d3d76bd68bed28fd.jpg,1,1,1
CC_1203_jpg.rf.2038bcded3b61394b4d990ce50a5dcc4.jpg,1,1,1
CC_2474_jpg.rf.20acc686b357a8c66740f1b43e302156.jpg,0,1,0
CC_526_jpg.rf.209cff097117f9ba4825d5d1e1c51f03.jpg,0,1,1
CC_13_jpg.rf.209c4921d33dcc38d09a872882af7a81.jpg,1,1,0
CC_159_jpg.rf.208e46e3f3aebf08ca6963a794fa5877.jpg,1,1,1
CC_1260_jpg.rf.2054c8840f04b22e9f664a39cbead367.jpg,1,1,1
CC_2066_jpg.rf.20e937d16abd4282521bb15d1e727cd1.jpg,0,1,1
CC_348_jpg.rf.20ef84c8bf8ed85298753437605c98ee.jpg,0,0,0
CC_1681_jpg.rf.20e1a5f9cd3402e565f82c27874bbd87.jpg,1,0,0
CC_1026_jpg.rf.20772b0714331b7eaf1a5c2822e1ab3c.jpg,0,0,1
CC_2376_jpg.rf.208f2c86e7f72d94b8a313aaa1dbee08.jpg,1,0,1
CC_1136_jpg.rf.20a2d7855e899abd90150ac3613b4e55.jpg,0,0,0
CC_1437_jpg.rf.2106fec11a0343876afc753e8e8f7074.jpg,0,1,1
CC_503_jpg.rf.20d6a994c91fa07f91230e5d5a188cc3.jpg,0,1,1
CC_1589_jpg.rf.2134d0d3f19a20ffb19ef0779668b468.jpg,1,0,1
CC_857_jpg.rf.20586b1c01d22a2890e10bbcd2da2613.jpg,0,1,0
CC_1749_jpg.rf.2110ca368f36741092f5fe4ee65da268.jpg,1,1,1
CC_1085_jpg.rf.2106b7c71bee5e8f5339410bae2907c3.jpg,0,0,0
CC_1090_jpg.rf.20f89ccce097a40b45d8eb5ddddabd09.jpg,0,0,1
CC_233_jpg.rf.211dcee2c4cd6f037b4ee17ff230cf44.jpg,1,1,1
CC_1383_jpg.rf.2138df0b8ceb0ec879d5d75c56680105.jpg,0,1,1
CC_1683_jpg.rf.212f9fede07c009e2fae01cc294f2030.jpg,1,0,0
CC_132_jpg.rf.2176f62b35b17e6685178403e9179abc.jpg,0,1,1
CC_1681_jpg.rf.214c9757f871b193c924f969ec0742ef.jpg,1,0,0
CC_1222_jpg.rf.216330199a92d903b0037328d4278006.jpg,0,1,1
CC_858_jpg.rf.21e0355256cb37f954cfc951bf1b5aea.jpg,1,0,1
CC_1442_jpg.rf.219f111d65869906a6cff263e4ee5e86.jpg,0,1,0
CC_1214_jpg.rf.21988b8034fc6886a4875bf4ca80c3c2.jpg,1,1,1
CC_2441_jpg.rf.21bcdd6bf17577fd2d8b12d6ba6894ee.jpg,0,1,0
CC_3081_jpg.rf.21a2fadf3bfea1089bee91b343884096.jpg,0,1,1
CC_1848_jpg.rf.223096e75bc5afd0d1f0fa3d119f652f.jpg,1,0,0
CC_1311_jpg.rf.223bbfa726b89ba2413911020bd934ad.jpg,0,1,0
CC_1067_jpg.rf.224f37ee94b409b07d57ed5cb5e87af6.jpg,1,1,1
CC_1216_jpg.rf.22637d7d23567adaa3498b184f6dd9c9.jpg,0,1,1
CC_1188_jpg.rf.219e73f5c6d331d5d42ed0dc28ed4427.jpg,0,1,1
CC_1123_jpg.rf.21ebed5d47b50b274343ddac019db65a.jpg,0,1,0
CC_2382_jpg.rf.2178a0e9c47962ed1c101591f19b87ec.jpg,0,1,1
CC_1003_jpg.rf.2266e15fc4ab5fa6b52dd9f94c143fd5.jpg,0,0,0
CC_1109_jpg.rf.21ce67b413bfaa4689dfb62951e4d9e0.jpg,0,0,1
CC_503_jpg.rf.225356f7966f116e368820057c34d700.jpg,0,1,1
CC_643_jpg.rf.224d26a35ea91a3f541b7cd7f3f11760.jpg,1,0,1
CC_1627_jpg.rf.228811fbf86514ba268e90cd91838752.jpg,0,1,1
CC_1065_jpg.rf.21a22554e680b83110cd83d7168945cd.jpg,1,1,1
CC_1621_jpg.rf.228e539d61c6f42ae7b1db2b498f47ae.jpg,0,1,0
CC_1474_jpg.rf.2261cdb10ce3dd062f59dee6aaf084ae.jpg,0,1,0
CC_1232_jpg.rf.22401a8fa0213d187559931c1e942283.jpg,0,1,1
CC_2439_jpg.rf.21d7571c383966c92deb01bb2789e54c.jpg,1,0,1
CC_2162_jpg.rf.2173ec7e38954f5945c78abb8d2f31d8.jpg,0,1,1
CC_497_jpg.rf.227a871b377352c733a0b578a10983e5.jpg,1,1,0
CC_1630_jpg.rf.22005e64427c790d9d0388c99fb25ec4.jpg,0,1,0
CC_247_jpg.rf.2343bdd0e54267d3a56203b6e027b139.jpg,0,1,1
CC_2075_jpg.rf.230ed54c66ad8abdc9a26ebc891bcc4e.jpg,0,0,1
CC_78_jpg.rf.22c8f5a47e0682c05b97058b0eeac70c.jpg,0,1,1
CC_1688_jpg.rf.229e9ce94b2fb63798dffc918408ba80.jpg,1,0,1
CC_1621_jpg.rf.22aa6bcb2327c88f3b5429c966c43cbb.jpg,0,1,0
CC_1197_jpg.rf.23172c8e35cb03411ddf0d4eeffef9c3.jpg,0,1,1
CC_1587_jpg.rf.233940dd16019dc5b09cea477f0eafa2.jpg,0,1,1
CC_1248_jpg.rf.22ce7e4aa066f7bbcb518e6a712adc72.jpg,0,0,1
CC_1396_jpg.rf.2351053aa3e51c904e2e6045812397f0.jpg,1,1,0
CC_1380_jpg.rf.22baa58404f3480eb47f65cf709dc0d7.jpg,0,1,1
CC_1049_jpg.rf.239baf224710cb0cdf6ba0426887231a.jpg,0,0,1
CC_3294_jpg.rf.22e5aa17203a1f6e15e330f7107836ed.jpg,1,0,0
CC_1162_jpg.rf.238009f423437228392250f17509c4db.jpg,1,1,0
CC_232_jpg.rf.22bfba5ea67dd11d1c8f4a600b8bc756.jpg,1,1,1
CC_2122_jpg.rf.236f75d949e335fdd4e3853c2244e320.jpg,1,0,0
CC_84_jpg.rf.238082abd1c52b80571a37d8ade2c56a.jpg,1,1,1
CC_1592_jpg.rf.231e6eaaf64b7326c16dfa98e262e1c4.jpg,1,0,1
CC_1114_jpg.rf.23837f87aa867fd97136b633370f9772.jpg,0,1,1
CC_138_jpg.rf.23a2ed387536b4c6f52d702a312b7d02.jpg,1,1,1
CC_2248_jpg.rf.2376fd407e9b88feca5bea7406e0002a.jpg,0,1,1
CC_2337_jpg.rf.22fbeab4927257c7c20ecd74a5331647.jpg,1,0,1
CC_1365_jpg.rf.229e52360cd5162e8bfab61594de5429.jpg,0,0,1
CC_979_jpg.rf.23ba41a6022946c92ad38c357bcc1895.jpg,1,1,0
CC_1362_jpg.rf.23b40bca2ecc9540212328a873b4e07f.jpg,0,0,1
CC_2449_jpg.rf.23a4cc1200a0f05c929dfa5e92267fb9.jpg,0,1,0
CC_1093_jpg.rf.2391d4cf7ad76660a01c8e3e7ef23a62.jpg,0,0,0
CC_1112_jpg.rf.23bf5bb52512fc5278ce5887125b99ac.jpg,0,1,1
CC_1121_jpg.rf.23c2fce0c4b21a379417b81a967ee713.jpg,1,1,1
CC_2315_jpg.rf.23c632cf545109073f59ea02f094c5eb.jpg,0,0,1
CC_2067_jpg.rf.22ed5946e2a99d6a0fb9b7b638e6f299.jpg,1,1,1
CC_2090_jpg.rf.2426b8f4ac78fb97ab5ba68cd5fdcdea.jpg,1,1,0
CC_498_jpg.rf.240043084e361d4e8612e824925788c7.jpg,1,1,0
CC_1317_jpg.rf.23c95df53e3eff60ea8c9e1d66324908.jpg,1,0,1
CC_176_jpg.rf.2420b80c195a901dc2862ae76ee88ef1.jpg,0,1,1
CC_1021_jpg.rf.23e6d9cac2140f5db6b7ac1b65f4fa03.jpg,1,1,1
CC_1592_jpg.rf.23ebea0443e593b0a0596ebacd44081c.jpg,1,0,1
CC_84_jpg.rf.2411140e710041c86d9e821e9730919c.jpg,1,1,1
CC_1056_jpg.rf.2426b12dc1021dfdb461bad7b446a5f4.jpg,0,0,0
CC_1406_jpg.rf.2442126c601fc238ff357a9a6cec2e08.jpg,0,1,1
CC_1088_jpg.rf.2418251cf6bbc5ff3dbae9780daed853.jpg,0,0,1
CC_858_jpg.rf.247b1a5153f2b53d139811c65cb43c6a.jpg,1,0,1
CC_980_jpg.rf.2477506857f95da10a33d8bae158dbcb.jpg,1,0,0
CC_2152_jpg.rf.2407fcc8d14821ec683df61ddf9d083a.jpg,1,0,0
CC_1228_jpg.rf.245d07dd042e42cad42f162a0e6e1d53.jpg,0,1,1
CC_1285_jpg.rf.247cc4b0b3d3e536768e77696d4aadb0.jpg,0,1,1
CC_1257_jpg.rf.249618f0959b143b295e677be0442f96.jpg,1,1,1
CC_2482_jpg.rf.245021f61484bcdbaeccabd038ca8653.jpg,0,1,1
CC_1221_jpg.rf.24252da75f2bdbbd7f7953389b3a1dbc.jpg,0,0,0
CC_843_jpg.rf.24816e4ff0328d439be3568273f33bb9.jpg,1,0,1
CC_2372_jpg.rf.24bfe991f1207fd1b77a2681e0ae89f6.jpg,1,0,1
CC_1116_jpg.rf.248faa2204e939b66d4396aaa852c40c.jpg,0,1,1
CC_1744_jpg.rf.24c8cd29228cc0fb309ef67ede78d90f.jpg,1,1,0
CC_1618_jpg.rf.24da249068bd9dc3c247efa89e096f60.jpg,0,0,1
CC_1452_jpg.rf.24afaf949f3fd37395ded09a56fe40cc.jpg,0,1,0
CC_1042_jpg.rf.24483ebfbe92219b0f38381e9b087fbc.jpg,0,1,0
CC_1206_jpg.rf.24f9aece70a698b17708ddee9cb02609.jpg,0,1,1
CC_1758_jpg.rf.24f0888bc756ab47f636ea6712d4a140.jpg,1,0,1
CC_2139_jpg.rf.250d3d8665e48c3f6fac791761284bf6.jpg,0,1,1
CC_608_jpg.rf.24fb61ac802067b8e99c849bca9afcd4.jpg,0,1,1
CC_1162_jpg.rf.25b1ea7768b272275c7fc059df0a9846.jpg,1,1,0
CC_148_jpg.rf.2544010f4cd6c8368baa2308a41d9e7c.jpg,1,0,1
CC_1035_jpg.rf.253b1b369b5effac62782e7e5320997e.jpg,0,1,1
CC_2176_jpg.rf.2572b600ac93f136e77fbc8f2eb15456.jpg,1,1,0
CC_1003_jpg.rf.2553d18b1452ce51244ce1bce8dc4a89.jpg,0,0,0
CC_1269_jpg.rf.25b4fa5051e45594e2faa70bf1d0d6f5.jpg,1,1,1
CC_1043_jpg.rf.2517f8922ea874aeebcddfa23fddb265.jpg,0,1,1
CC_1409_jpg.rf.257ab842c387b2f0dd6562e27917d082.jpg,1,0,1
CC_1870_jpg.rf.25bf65a9da2f5a87626904dc78b1d7d8.jpg,0,0,1
CC_2406_jpg.rf.253498fd3d159e3de6342531c24e427e.jpg,1,0,0
CC_855_jpg.rf.25bbb0d682b6a83df72d61c2a5e3d9b4.jpg,1,0,0
CC_1585_jpg.rf.255765e4a5b15f3dde971638d51012e3.jpg,0,1,0
CC_1090_jpg.rf.25ce65d0077f3243c211a4a889838c62.jpg,0,0,1
CC_1026_jpg.rf.25ba83bd170dca75b8ed35753bb7324d.jpg,0,0,1
CC_2342_jpg.rf.2568292e92aac45d6e0b70bb33241b03.jpg,0,1,1
CC_1241_jpg.rf.25dca5e897c5af9319580862f290a147.jpg,1,1,0
CC_606_jpg.rf.25e42e10cf9b1d635994c08782fcb1b3.jpg,1,1,0
CC_2492_jpg.rf.25a729996288776d0c9620a8922f38e2.jpg,1,1,1
CC_1354_jpg.rf.25ad9e8d84085b2702c963a77899be6b.jpg,0,1,1
CC_1053_jpg.rf.25c2b7fa4e67e798b84e000ad56530c7.jpg,0,1,0
CC_1229_jpg.rf.2595e9d84264c0b5cec7d2936dbb01a5.jpg,0,1,1
CC_1622_jpg.rf.253098e33f98c0bd994e82387af20465.jpg,0,1,0
CC_876_jpg.rf.258ccac10d3d94004ee156ea37e2bbe7.jpg,1,1,0
CC_2073_jpg.rf.25942a5886ac3d5b68b068244adb870f.jpg,0,1,0
CC_1622_jpg.rf.25e7d2d6c0bebb1ed417014fd3b3c8fa.jpg,0,1,0
CC_3090_jpg.rf.25c43e750fcbfb845491051d6af84818.jpg,0,0,1
CC_3091_jpg.rf.262bc4e543efa793f6ea9f6eb8a47e61.jpg,0,1,0
CC_1210_jpg.rf.260bfc744db3e347c284065bcae221dd.jpg,0,1,1
CC_1623_jpg.rf.269bd4b0f96fdcc1ab9b336316cd6c12.jpg,1,1,1
CC_1038_jpg.rf.25ec13e2fe2b56d17cf24749b9c81c0e.jpg,0,0,0
CC_1265_jpg.rf.2652e9a5d1d381ea92b423f167c0fec2.jpg,1,1,0
CC_2063_jpg.rf.272f6e0423bd54372ab7b9c636823140.jpg,0,1,1
CC_1222_jpg.rf.270641ddd603c79ce2a83fd26d8e033d.jpg,0,1,1
CC_1748_jpg.rf.26a0a2dbcd126d220c69808c7e44f308.jpg,0,1,0
CC_193_jpg.rf.267519a1e35ad1bf9658818c54d5d2b6.jpg,1,0,1
CC_2067_jpg.rf.265eb34e8b3a772bf10a272dd11c2842.jpg,1,1,1
CC_1490_jpg.rf.269a479a749bc389b781e90451c33a06.jpg,0,1,0
CC_1924_jpg.rf.25f1d131791fac27a889ac6dd4859538.jpg,1,1,1
CC_1004_jpg.rf.26a1e19e6b614eae6bda9c2ae721183c.jpg,1,0,1
CC_79_jpg.rf.25f99a992e7644913b4504de46065481.jpg,0,1,1
CC_2122_jpg.rf.2661caa6ced5e8c2c3d094b73f0cbdb1.jpg,1,0,0
CC_141_jpg.rf.2666e58bb7d2fb359e35ff3a93fc53f3.jpg,1,1,1
CC_147_jpg.rf.26c77c9797c78d4178c2792bb6e940f0.jpg,0,0,1
CC_1_jpg.rf.2687d375bb8b63034fcffe1bd5bea054.jpg,0,1,0
CC_901_jpg.rf.2610222a96825b8032a8e2ebc58e2004.jpg,1,0,0
CC_1086_jpg.rf.2651e2dd03d793beb684576dc8f37abc.jpg,0,1,1
CC_1374_jpg.rf.27009ca7136230ff6f955474f760ae6b.jpg,0,1,0
CC_3025_jpg.rf.27092eef8383e76017b6dba97b819964.jpg,0,0,0
CC_1102_jpg.rf.2735b7cafc8732e03e9f897af722a66f.jpg,0,1,1
CC_1132_jpg.rf.26883b3b9ec5fc321217c20f0c0bb902.jpg,0,0,1
CC_1474_jpg.rf.26e342c62cb5a5948c04aeedc9c592e8.jpg,0,1,0
CC_2738_jpg.rf.2737fc59bd663b352f1238c9c1350bfd.jpg,1,0,0
CC_1416_jpg.rf.2781074e0f1c98deca69d53468491e1f.jpg,0,1,0
CC_1145_jpg.rf.272cf647404ab76fd4f35df8bdc16346.jpg,0,1,0
CC_1025_jpg.rf.27cc265277ceaf4340c30f1fc8efccdb.jpg,0,1,0
CC_2788_jpg.rf.2758eecdf9cb1e23765111ae686d5cb8.jpg,1,0,1
CC_980_jpg.rf.274e59414066321fb449b48bf9a66864.jpg,1,0,0
CC_1924_jpg.rf.27a0a7fd541f626d129de1760332250a.jpg,1,1,1
CC_1020_jpg.rf.279b92489146f535068dc09c7748726b.jpg,1,1,1
CC_1296_jpg.rf.2800ddb8abc48ea96da0fad2830427e7.jpg,0,0,1
CC_174_jpg.rf.27b2f34047e6e1eeb659ac652a50f448.jpg,1,0,1
CC_159_jpg.rf.27c57513d0486ec18d15508b5070f2d3.jpg,1,1,1
CC_1300_jpg.rf.280b08caf97b6c0b313e8087411551e8.jpg,0,0,1
CC_157_jpg.rf.27b5d32f3e0e359e50602aa399510373.jpg,1,1,1
CC_1679_jpg.rf.2813d767b975d19cfd6180b0179405fa.jpg,1,0,0
CC_1304_jpg.rf.27ba8f1dbc43f370901ae2783a491ec7.jpg,0,0,0
CC_1380_jpg.rf.2819bb7448ce15dd1a1132b80db4e52d.jpg,0,1,1
CC_136_jpg.rf.283ce0122c1775e0c543195f5b0cc94a.jpg,0,1,0
CC_1052_jpg.rf.28520d4ac0d2df23958e36c7a0a6457f.jpg,1,0,1
CC_1034_jpg.rf.286119e664dbaae265ab703297f0b854.jpg,0,0,1
CC_2051_jpg.rf.288c813dc9883d170b0c1d592577dbbf.jpg,1,1,1
CC_1221_jpg.rf.28af8c92dba218df076c70e64263817a.jpg,0,0,0
CC_1146_jpg.rf.285870996390da7540aba2e4f45d204a.jpg,0,0,0
CC_2341_jpg.rf.28cfbf69489bb39e1dbc253efc5bd4f2.jpg,0,0,1
CC_105_jpg.rf.29000d497495c3087b748b577ae94978.jpg,0,1,1
CC_1109_jpg.rf.28bb9f50ad4ddacdcbfcb5034a64aece.jpg,0,0,1
CC_1016_jpg.rf.28f11bb696616820ffe76a4f5b3f8610.jpg,0,1,1
CC_2210_jpg.rf.28b29685bd1dd877daa8564f83367298.jpg,0,1,0
CC_1571_jpg.rf.295a1b9a8909e9b97600981c31f6a239.jpg,0,1,0
CC_1011_jpg.rf.28ce8b9ff0ebb1d0204555942f88f247.jpg,0,1,0
CC_2073_jpg.rf.28bc0467a67cddf4d00f91334015b358.jpg,0,1,0
CC_121_jpg.rf.28b73e524e2765e65da24ae536c28304.jpg,1,1,1
CC_360_jpg.rf.2900138645b90afea2f778bee0223382.jpg,0,1,0
CC_1721_jpg.rf.28c172c63b555d1b1968be7127912013.jpg,1,1,1
CC_1328_jpg.rf.28bab102b18cd9e8fb42977a756136e7.jpg,0,1,1
CC_2302_jpg.rf.2957ebe7f334c9b7fe14241665663a33.jpg,0,0,1
CC_1364_jpg.rf.2893b72582b6840f865f004539fc42d4.jpg,0,1,1
CC_2085_jpg.rf.2907aab604abef332d1f0407699fc396.jpg,0,0,1
CC_117_jpg.rf.29406d0f2ab9170665054871e8a574b5.jpg,0,0,1
CC_3086_jpg.rf.293f935d38a2c8d38676523f72848084.jpg,1,0,1
CC_888_jpg.rf.29a2ab2a3f92688cd2456fc717bc1ee3.jpg,1,1,0
CC_1148_jpg.rf.29375b05e61d0edc7bc99d1e4b13d015.jpg,0,0,0
CC_1624_jpg.rf.29782ca17158fd9f8921993563e15582.jpg,0,0,0
CC_2216_jpg.rf.28d077b32c9efd818303906ed0d337ef.jpg,1,1,1
CC_1000_jpg.rf.296edb82b4885b5cbebd53750683ca13.jpg,1,1,1
CC_2071_jpg.rf.29ae23d4032d8582e820094ff8a67377.jpg,1,1,0
CC_3103_jpg.rf.29b21ca1b84b919183b73f89473498d9.jpg,0,1,1
CC_12_jpg.rf.29ab02ddd2942608c43ef3db06ca3c0d.jpg,1,1,1
CC_125_jpg.rf.29605dd12184a98f1b5d2ab1ab2a107a.jpg,1,1,1
CC_1182_jpg.rf.29b3eeec24a13b0192de5b77a2cc8664.jpg,0,1,1
CC_1152_jpg.rf.294be87041dce0c3fa6dba697c76d406.jpg,0,0,1
CC_1142_jpg.rf.29d9df9570dca7ac8e6d55c13ad2a3db.jpg,0,1,1
CC_148_jpg.rf.29dc8d81656557a87f0d9bdc66d96cae.jpg,1,0,1
CC_158_jpg.rf.29be415836b284641f3f9ef4361dd372.jpg,1,1,1
CC_1375_jpg.rf.29deb03ec9f94347c4b8db487d35931d.jpg,0,0,1
CC_1414_jpg.rf.2a3e113a71ac369360380d84ef10a83f.jpg,0,1,0
CC_2372_jpg.rf.2a610b15407e3c68ced39ecf77f802e9.jpg,1,0,1
CC_1063_jpg.rf.29df6d7a0eb0d6ae864d4c1fc3a90505.jpg,1,1,1
CC_1374_jpg.rf.2a7cfbf2b1604aa3ce1017fb1ef7fb09.jpg,0,1,0
CC_1259_jpg.rf.2a5524f2f9961b36e1fbaf54e5ff72ac.jpg,1,1,1
CC_2483_jpg.rf.29e096d28fd5b57eeb28c9e97c967c59.jpg,0,1,1
CC_144_jpg.rf.2a7469237cda9e21919562258492cd98.jpg,1,1,1
CC_1076_jpg.rf.2ab77732451ff31a81eecc33dd613f1b.jpg,1,1,1
CC_2065_jpg.rf.2a11f99694aa14092337b31eef26d39b.jpg,0,1,1
CC_1502_jpg.rf.2aa63e2adc04e59161855fd877f6acba.jpg,0,1,1
CC_1032_jpg.rf.2abc972405809475ccca5d8552f6dff3.jpg,0,1,1
CC_1433_jpg.rf.2ac1e12edad6dc2c683f930f466863d3.jpg,0,1,1
CC_1103_jpg.rf.2ae37b3599b3736244da011ea089ee84.jpg,1,1,1
CC_1179_jpg.rf.2abe4344bc2c248dca830539db685c50.jpg,0,0,1
CC_1270_jpg.rf.2ae1f39cbf4f03eb020e0e82520b5678.jpg,1,1,1
CC_1685_jpg.rf.2ab59a7f372c95ce651aa0774a2a2969.jpg,1,0,1
CC_1926_jpg.rf.2ab84df58cf5dd9823bf9fe8d44b4e69.jpg,0,1,1
